Aspect,BSI,Elevation,NBR,NDMI,NDVI,NDWI,SAVI,SinAspect,Slope,PA,POINT_X,POINT_Y,PcentBgrnd,PcentOther,PointID,Class,Class_Number
39.734867,8517,1529,-0.21979711,-0.253199941,0.098939165,-0.222248977,1.098939164,0.639235914,3.6134515,1,-111.96372,36.677318,90,10,1009,Bareground,1
51.269928,8547,1530,-0.195894959,-0.232055347,0.10861423,-0.222579165,1.108614232,0.780102138,1.4821079,1,-111.963492,36.677314,90,10,1007,Bareground,1
17.31313,8639,1528,-0.220078384,-0.250904879,0.10296312,-0.215409913,1.102963121,0.297593651,3.8800871,1,-111.963492,36.677498,90,10,1008,Bareground,1
17.31313,8639,1528,-0.220078384,-0.250904879,0.10296312,-0.215409913,1.102963121,0.297593651,3.8800871,1,-111.963478,36.677661,90,10,1005,Bareground,1
22.568932,8691,1526,-0.204552261,-0.241359612,0.10944027,-0.221149425,1.109440267,0.383794659,3.0104573,1,-111.963274,36.677842,90,10,1006,Bareground,1
43.080647,8579,1527,-0.190977444,-0.229226361,0.10381617,-0.225233432,1.103816167,0.683027099,5.066163,1,-111.963032,36.677674,90,10,1001,Bareground,1
143.19603,8846,1745,0.015688375,-0.142801783,0.07639903,-0.181518739,1.076399027,0.599079084,11.429587,1,-112.033894,36.686102,90,10,815,Bareground,1
113.35131,9136,1667,0.013381177,-0.148224945,0.10301058,-0.222693244,1.103010578,0.918091786,15.954276,1,-112.034068,36.699101,90,10,1195,Bareground,1
108.27052,9357,1677,0.004707267,-0.156165061,0.09210105,-0.213682808,1.092101055,0.949586892,19.872131,1,-112.034512,36.698722,90,10,1193,Bareground,1
108.27052,9359,1677,0.004275394,-0.15755627,0.09359448,-0.214585005,1.093594477,0.949586892,19.872131,1,-112.034289,36.698912,90,10,1192,Bareground,1
108.27052,8822,1677,-0.037913156,-0.195447463,0.11963797,-0.251950242,1.119637975,0.949586892,19.872131,1,-112.034524,36.698875,90,10,1194,Bareground,1
351.80933,7837,1711,0.010097431,-0.157754801,0.07625519,-0.185446985,1.076255191,-0.142467824,23.036144,1,-112.046122,36.713222,90,10,1026,Bareground,1
8.1906595,8103,1710,-0.038654574,-0.195015852,0.0925648,-0.205210288,1.092564795,0.142467576,23.036144,1,-112.045873,36.713052,90,10,1025,Bareground,1
351.80933,8101,1711,-0.013296966,-0.166594672,0.08654027,-0.217501052,1.086540267,-0.142467824,23.036144,1,-112.046141,36.713052,90,10,1027,Bareground,1
162.6831,8139,1540,-0.0692592,-0.168532874,0.11922705,-0.284826974,1.119227053,0.297656387,3.8801665,1,-111.989679,36.695151,90,10,1191,Bareground,1
308.7236,8301,1539,-0.07798525,-0.171110171,0.102232225,-0.276558766,1.102232227,-0.78017278,1.4823164,1,-111.989899,36.694963,90,10,1176,Bareground,1
90,8307,1541,-0.070753987,-0.161146052,0.093260475,-0.279198636,1.093260474,1,3.4659288,1,-111.990138,36.694952,90,10,1189,Bareground,1
148.05327,8227,1541,-0.079821201,-0.176100629,0.112741314,-0.277765462,1.112741313,0.529130597,2.1850257,1,-111.990127,36.695125,90,10,1190,Bareground,1
61.8731,8267,1541,-0.077399381,-0.16221535,0.09801032,-0.285868393,1.098010317,0.881905634,3.928663,1,-111.990348,36.694918,90,10,1187,Bareground,1
61.8731,8119,1541,-0.06417195,-0.145921535,0.09657547,-0.290955631,1.096575467,0.881905634,3.928663,1,-111.990353,36.694597,90,10,1186,Bareground,1
68.1534,8285,1543,-0.075489282,-0.163927518,0.088117,-0.281102023,1.088117002,0.928183456,4.972342,1,-111.990565,36.694777,90,10,1188,Bareground,1
61.8731,8267,1541,-0.077399381,-0.16221535,0.09801032,-0.285868393,1.098010317,0.881905634,3.928663,1,-111.990335,36.694798,90,10,1185,Bareground,1
61.8731,8225,1541,-0.077544678,-0.161700325,0.10437209,-0.284848485,1.104372093,0.881905634,3.928663,1,-111.990119,36.694768,90,10,1182,Bareground,1
61.8731,8007,1541,-0.056390977,-0.141391106,0.1089838,-0.295205332,1.1089838,0.881905634,3.928663,1,-111.990115,36.694587,90,10,1184,Bareground,1
328.05344,8181,1541,-0.058352579,-0.144495734,0.09350974,-0.282449151,1.093509744,-0.529128111,4.3637056,1,-111.989888,36.694778,90,10,1181,Bareground,1
308.7236,8233,1539,-0.060062893,-0.158739094,0.10376662,-0.278990158,1.103766617,-0.78017278,1.4823164,1,-111.989688,36.694965,90,10,1175,Bareground,1
328.05344,8147,1541,-0.063410052,-0.15329087,0.10206337,-0.285069817,1.102063375,-0.529128111,4.3637056,1,-111.98967,36.694767,90,10,1174,Bareground,1
328.05344,8043,1541,-0.050634896,-0.140992908,0.10652293,-0.302365591,1.106522931,-0.529128111,4.3637056,1,-111.989889,36.694572,90,10,1183,Bareground,1
328.05344,8199,1542,-0.052873563,-0.140472879,0.09090909,-0.281891724,1.090909091,-0.529128111,4.3637056,1,-111.989454,36.694614,90,10,1178,Bareground,1
342.68323,8241,1543,-0.067517957,-0.170406135,0.113398135,-0.278896673,1.113398132,-0.297654353,3.880164,1,-111.989164,36.694786,90,10,1179,Bareground,1
328.05344,8233,1542,-0.066935234,-0.155162738,0.10353674,-0.288403937,1.103536742,-0.529128111,4.3637056,1,-111.989455,36.694792,90,10,1180,Bareground,1
308.7236,8313,1540,-0.056238476,-0.150249032,0.09874777,-0.282254697,1.098747764,-0.78017278,2.962651,1,-111.989487,36.694964,90,10,1177,Bareground,1
0,9045,1537,-0.101511879,-0.183566662,0.11071556,-0.33105802,1.110715557,0,0,1,-111.978045,36.695046,90,10,1173,Bareground,1
0,9067,1537,-0.103359173,-0.184275826,0.11237756,-0.329784969,1.11237756,0,0,1,-111.9776,36.69524,90,10,1171,Bareground,1
0,8861,1537,-0.093431734,-0.181284991,0.11998541,-0.332899306,1.119985412,0,0,1,-111.977381,36.695425,90,10,1172,Bareground,1
0,8881,1537,-0.101202699,-0.183477682,0.1275069,-0.338868254,1.1275069,0,0,1,-111.977372,36.69505,90,10,1170,Bareground,1
157.42593,9305,1535,-0.083549135,-0.161072988,0.08996596,-0.338908801,1.089965959,0.38387741,3.010569,1,-111.974925,36.697232,90,10,1163,Bareground,1
157.42593,9613,1535,-0.066074693,-0.146844805,0.077920124,-0.319800701,1.077920121,0.38387741,3.010569,1,-111.975167,36.69724,90,10,1165,Bareground,1
180,9489,1534,-0.086679075,-0.160146699,0.074276775,-0.324975892,1.074276779,1.22E-16,0.92740995,1,-111.975169,36.697066,90,10,1169,Bareground,1
180,9261,1534,-0.093087304,-0.168854114,0.08340187,-0.316410154,1.083401875,1.22E-16,0.92740995,1,-111.975145,36.696875,90,10,1168,Bareground,1
180,9327,1534,-0.083023544,-0.166875156,0.07732125,-0.336812525,1.077321255,1.22E-16,0.92740995,1,-111.974952,36.697058,90,10,1164,Bareground,1
148.05261,8979,1534,-0.063788027,-0.147017499,0.078836836,-0.336669335,1.078836834,0.529140314,2.1850412,1,-111.974722,36.697219,90,10,1166,Bareground,1
180,9415,1534,-0.085807682,-0.16765873,0.053689167,-0.312732251,1.053689168,1.22E-16,0.92740995,1,-111.974915,36.69689,90,10,1167,Bareground,1
0,7331,1487,-0.067645517,-0.157745144,0.07735811,-0.254763585,1.077358109,0,0,1,-111.929084,36.663706,90,10,996,Bareground,1
0,8235,1483,-0.112860066,-0.187427912,0.10013664,-0.32083431,1.100136639,0,0.92740995,1,-111.918374,36.667756,90,10,982,Bareground,1
328.06247,8381,1483,-0.101720959,-0.17824009,0.10218703,-0.322624434,1.102187029,-0.528994324,2.1848073,1,-111.918626,36.667941,90,10,984,Bareground,1
111.854965,7005,1477,-0.069505095,-0.156105611,0.078447916,-0.239457101,1.078447912,0.928129138,2.4899557,1,-111.923896,36.662117,90,10,994,Bareground,1
90,7131,1476,-0.035360679,-0.133142676,0.07719645,-0.244525547,1.077196446,1,2.3112018,1,-111.92369,36.662152,90,10,993,Bareground,1
128.73552,7311,1474,-0.022723269,-0.137169518,0.079377435,-0.239499553,1.079377432,0.78004265,1.4819322,1,-111.923019,36.662134,90,10,986,Bareground,1
90,7423,1474,0.036109774,-0.069740634,0.068343535,-0.257009346,1.068343538,1,1.156067,1,-111.922802,36.66196,90,10,987,Bareground,1
51.264275,6441,1477,0.035989257,-0.053647367,0.08109118,-0.304916554,1.081091181,0.780040401,2.9618714,1,-111.923456,36.661594,90,10,995,Bareground,1
90,7595,1474,0.038653367,-0.065357644,0.08129158,-0.25286708,1.081291579,1,1.156067,1,-111.923234,36.661951,90,10,988,Bareground,1
128.73552,7259,1474,-0.017397356,-0.124883793,0.07376426,-0.243778903,1.073764259,0.78004265,1.4819322,1,-111.923234,36.662134,90,10,989,Bareground,1
90,7199,1476,-0.046453007,-0.152368758,0.077956446,-0.240571562,1.077956442,1,2.3112018,1,-111.923467,36.662134,90,10,990,Bareground,1
68.14496,7513,1476,-0.031931069,-0.134702507,0.066443324,-0.248366013,1.066443328,0.928128642,2.4899478,1,-111.923481,36.661962,90,10,991,Bareground,1
68.14496,7315,1476,-0.043704475,-0.140452065,0.0738072,-0.255750399,1.073807205,0.928128642,2.4899478,1,-111.923709,36.661954,90,10,992,Bareground,1
51.26498,9359,1471,-0.045836023,-0.11761194,0.081199706,-0.292862141,1.081199707,0.780048108,1.4819485,1,-111.921922,36.663589,90,10,985,Bareground,1
90,8251,1483,-0.100765505,-0.178183895,0.10905588,-0.318067323,1.109055877,1,2.3113601,1,-111.918406,36.667554,90,10,983,Bareground,1
180,7715,1616,-0.079259777,-0.187990762,0.09079628,-0.240503352,1.090796277,1.22E-16,0.92740995,1,-112.028076,36.720401,90,10,1023,Bareground,1
270,7917,1616,-0.07815395,-0.182585318,0.09470947,-0.248260919,1.094709471,-1,1.15694,1,-112.02806,36.720048,90,10,1011,Bareground,1
180,7721,1616,-0.08545518,-0.191115224,0.095924765,-0.245457784,1.095924765,1.22E-16,0.92740995,1,-112.028065,36.720233,90,10,1021,Bareground,1
0,7682,1616,-0.086537612,-0.195797665,0.08973953,-0.239980802,1.089739534,0,0.92740995,1,-112.027845,36.720235,90,10,1022,Bareground,1
0,8156,1616,-0.093104019,-0.195953376,0.0857256,-0.245514422,1.085725599,0,0.92740995,1,-112.027848,36.719879,90,10,1010,Bareground,1
0,7907,1616,-0.093954596,-0.194922937,0.09146778,-0.240079134,1.091467787,0,0.92740995,1,-112.028057,36.719696,90,10,1012,Bareground,1
270,7917,1616,-0.07815395,-0.182585318,0.09470947,-0.248260919,1.094709471,-1,1.15694,1,-112.028055,36.719896,90,10,1020,Bareground,1
0,7809,1616,-0.091765527,-0.200061463,0.08616733,-0.233064898,1.086167327,0,1.8543341,1,-112.028315,36.719698,90,10,1019,Bareground,1
0,7810,1616,-0.084269181,-0.187804136,0.0889999,-0.251259225,1.088999898,0,1.8543341,1,-112.028304,36.719874,90,10,1013,Bareground,1
0,7694,1616,-0.053437713,-0.16089613,0.11619506,-0.26870438,1.116195063,0,1.8543341,1,-112.028529,36.719649,90,10,1016,Bareground,1
0,7966,1617,-0.046724431,-0.150220169,0.11837355,-0.275959246,1.118373551,0,1.8543341,1,-112.028516,36.719526,90,10,1017,Bareground,1
90,7497,1617,-0.065604582,-0.179116213,0.11993135,-0.251798561,1.119931345,1,3.4670413,1,-112.028728,36.719685,90,10,1018,Bareground,1
0,7495,1615,-0.080497029,-0.189652436,0.09371319,-0.241731518,1.093713184,0,0,1,-112.028527,36.720033,90,10,1024,Bareground,1
0,7499,1616,-0.069434503,-0.181102362,0.08923335,-0.23193556,1.089233347,0,1.8543341,1,-112.028529,36.719851,90,10,1015,Bareground,1
0,7807,1615,-0.083017568,-0.18915626,0.07904337,-0.240447344,1.079043373,0,0,1,-112.028301,36.720055,90,10,1014,Bareground,1
140.24039,7931,1687,-0.038475768,-0.208225438,0.12219343,-0.242351816,1.122193437,0.639567989,3.614746,1,-112.060898,36.745185,90,10,1034,Bareground,1
202.58685,8009,1689,8.03E-04,-0.176470588,0.11927338,-0.232036915,1.119273381,-0.384083475,3.010848,1,-112.060918,36.745713,90,10,1032,Bareground,1
202.58685,7468,1689,-0.008473787,-0.167669819,0.104335204,-0.210825563,1.1043352,-0.384083475,3.010848,1,-112.060906,36.745533,90,10,1029,Bareground,1
148.03651,7509,1687,-0.031004165,-0.178501373,0.11608571,-0.22844069,1.116085705,0.5293787,2.1854239,1,-112.06089,36.745376,90,10,1030,Bareground,1
118.11114,7805,1688,-0.009036414,-0.169964029,0.10970844,-0.218213814,1.109708446,0.882035292,3.9306796,1,-112.060682,36.74553,90,10,1031,Bareground,1
128.7053,7983,1687,-0.031519666,-0.199248967,0.11538864,-0.220187686,1.115388639,0.780372491,1.4829069,1,-112.060669,36.745362,90,10,1033,Bareground,1
26.018396,8625,1745,-0.029654837,-0.180511838,0.094698355,-0.215590743,1.094698355,0.438659707,22.504591,1,-112.04904,36.713005,90,10,1028,Bareground,1
78.65629,7943,2148,-0.017598344,-0.164980202,0.171123,-0.298813869,1.171122995,0.980464883,4.7047906,1,-112.107078,36.634977,90,10,765,Bareground,1
118.1453,7522,2144,-0.026194661,-0.127801514,0.14493752,-0.284043258,1.144937518,0.881754177,3.9263115,1,-112.106818,36.635166,90,10,764,Bareground,1
118.1453,7534,2144,-4.31E-04,-0.130787124,0.13512984,-0.274928461,1.135129838,0.881754177,3.9263115,1,-112.106611,36.635323,90,10,763,Bareground,1
90,7567,2143,0.023705447,-0.108296112,0.13273184,-0.266562663,1.132731839,1,4.613316,1,-112.106372,36.635532,90,10,762,Bareground,1
0,7467,2143,0.010307492,-0.123007519,0.13374805,-0.280491821,1.133748056,0,1.8543341,1,-112.106155,36.635334,90,10,753,Bareground,1
328.0732,7601,2142,0.015609094,-0.118928466,0.12497651,-0.254663593,1.124976508,-0.528835209,2.184552,1,-112.105906,36.6355,90,10,754,Bareground,1
270,7613,2141,0.021870794,-0.112507306,0.12889136,-0.251081359,1.128891367,-1,1.1556752,1,-112.105933,36.635872,90,10,752,Bareground,1
128.7451,8011,2141,-0.020915376,-0.177715714,0.14819376,-0.272665226,1.14819376,0.779937989,2.961268,1,-112.104591,36.635902,90,10,759,Bareground,1
111.861755,8249,2139,-0.009052404,-0.160664041,0.13659745,-0.27806341,1.136597447,0.928085015,2.4892216,1,-112.10435,36.635715,90,10,760,Bareground,1
128.7451,8183,2141,-0.011126096,-0.164982206,0.13254175,-0.266954644,1.132541751,0.779937989,2.961268,1,-112.104811,36.63571,90,10,751,Bareground,1
128.74532,8473,2142,0.017521402,-0.142587474,0.12798226,-0.250417855,1.127982262,0.779935655,1.481617,1,-112.105273,36.63534,90,10,749,Bareground,1
111.861824,8360,2142,0.002969317,-0.15795305,0.13623622,-0.265743729,1.136236218,0.928084568,2.489214,1,-112.105249,36.635528,90,10,748,Bareground,1
140.28038,8133,2142,-0.008920228,-0.164745471,0.13959168,-0.258332434,1.139591677,0.639031245,3.612655,1,-112.105037,36.635891,90,10,757,Bareground,1
248.13824,7619,2142,0.014400536,-0.114197982,0.13979304,-0.273759462,1.139793039,-0.928085015,2.4892216,1,-112.105485,36.635889,90,10,756,Bareground,1
270,7577,2141,0.009339446,-0.120840112,0.12661107,-0.262800085,1.126611069,-1,1.1556752,1,-112.105707,36.635702,90,10,755,Bareground,1
128.74532,8408,2142,0.006487188,-0.150735546,0.12733878,-0.252977993,1.127338783,0.779935655,1.481617,1,-112.105458,36.635334,90,10,750,Bareground,1
90,7882,2143,-0.002071766,-0.133918297,0.12773928,-0.260282575,1.127739277,1,1.155667,1,-112.105699,36.635338,90,10,769,Bareground,1
128.74532,8251,2142,-0.011205433,-0.172492185,0.14229676,-0.261015481,1.142296754,0.779935655,1.481617,1,-112.105469,36.635155,90,10,768,Bareground,1
148.07341,8211,2142,-0.021240728,-0.171636467,0.1382082,-0.275063138,1.138208194,0.528832271,4.362762,1,-112.105705,36.634979,90,10,767,Bareground,1
90,8311,2138,-0.007993407,-0.160002791,0.13651812,-0.267558176,1.136518127,1,1.155667,1,-112.104334,36.63533,90,10,758,Bareground,1
157.44235,7565,2143,-0.020247083,-0.139801145,0.12935127,-0.275122823,1.129351266,0.383612793,3.0102115,1,-112.106144,36.634981,90,10,766,Bareground,1
111.861755,8203,2139,3.32E-04,-0.153705527,0.1431285,-0.281516184,1.143128502,0.928085015,2.4892216,1,-112.104168,36.635911,90,10,761,Bareground,1
111.86154,7633,2133,-0.002046385,-0.132137031,0.14319202,-0.279265493,1.14319203,0.928086403,2.489245,1,-112.102802,36.636623,90,10,783,Bareground,1
111.86154,7590,2131,0.010176391,-0.120690928,0.13490854,-0.289177489,1.134908537,0.928086403,2.489245,1,-112.102121,36.636806,90,10,776,Bareground,1
111.86154,7615,2131,0.003227999,-0.126543895,0.13535859,-0.264183258,1.135358585,0.928086403,2.489245,1,-112.102371,36.63664,90,10,781,Bareground,1
111.86154,7765,2133,0.006603207,-0.139127246,0.14327458,-0.27656335,1.143274569,0.928086403,2.489245,1,-112.102572,36.6368,90,10,784,Bareground,1
180,7840,2132,0.052680944,-0.075951973,0.14533548,-0.2808369,1.145335488,1.22E-16,0.92740995,1,-112.102569,36.636449,90,10,782,Bareground,1
111.86161,8357,2130,0.00340648,-0.137839494,0.12556651,-0.264198024,1.125566516,0.928085957,4.969113,1,-112.10214,36.636468,90,10,780,Bareground,1
148.07294,8253,2128,0.010821133,-0.130220457,0.13014856,-0.266095276,1.130148563,0.528839278,2.1845584,1,-112.101681,36.636449,90,10,778,Bareground,1
140.28017,8238,2128,-2.41E-04,-0.139715037,0.13755259,-0.281607419,1.137552588,0.639034113,3.6126657,1,-112.101915,36.636261,90,10,779,Bareground,1
148.07294,8207,2128,-0.014767072,-0.152323459,0.13870816,-0.286597059,1.138708157,0.528839278,2.1845584,1,-112.101668,36.636289,90,10,792,Bareground,1
90,8163,2127,-0.036120401,-0.172314762,0.128426,-0.267091668,1.128425998,1,2.3104274,1,-112.101483,36.636277,90,10,794,Bareground,1
90,8124,2127,-3.29E-04,-0.143802351,0.14863078,-0.281500211,1.148630784,1,4.613382,1,-112.101472,36.636642,90,10,774,Bareground,1
75.025215,8005,2127,-0.034821507,-0.185371632,0.15929204,-0.288826423,1.159292035,0.966039636,3.58476,1,-112.101469,36.637002,90,10,770,Bareground,1
90,7485,2129,5.79E-04,-0.105924066,0.1402732,-0.276793249,1.140273198,1,3.4633093,1,-112.101668,36.63681,90,10,773,Bareground,1
111.86154,7661,2130,-0.037413239,-0.148037159,0.13413782,-0.269621525,1.134137828,0.928086403,2.489245,1,-112.101909,36.63664,90,10,775,Bareground,1
75.025215,7658,2129,0.029691311,-0.11161103,0.13688707,-0.270839821,1.136887073,0.966039636,3.58476,1,-112.10192,36.637002,90,10,777,Bareground,1
90,8119,2124,-0.030405405,-0.171717172,0.13573407,-0.275839075,1.135734072,1,3.463334,1,-112.10126,36.637193,90,10,771,Bareground,1
90,7967,2124,-0.018086957,-0.170559718,0.14802766,-0.288158795,1.148027654,1,1.1556877,1,-112.100791,36.636834,90,10,788,Bareground,1
75.02516,7629,2125,-0.047044632,-0.159574468,0.15787269,-0.301789077,1.157872697,0.966039395,3.584748,1,-112.101019,36.63681,90,10,790,Bareground,1
75.02516,7881,2125,-0.02915952,-0.164082115,0.1445905,-0.286948613,1.144590495,0.966039395,3.584748,1,-112.101244,36.636823,90,10,772,Bareground,1
75.02511,8053,2126,-0.046585723,-0.185283297,0.1530931,-0.275135322,1.153093106,0.966039154,3.5847359,1,-112.101241,36.636457,90,10,791,Bareground,1
75.02511,8129,2126,-0.003966942,-0.148629556,0.13462625,-0.280492988,1.134626247,0.966039154,3.5847359,1,-112.101016,36.636283,90,10,786,Bareground,1
68.13839,7811,2124,-0.014845705,-0.138941537,0.15599921,-0.297309171,1.155999217,0.928085957,2.489237,1,-112.100777,36.636459,90,10,785,Bareground,1
90,7930,2124,0.010205817,-0.143619322,0.13752155,-0.272961097,1.137521548,1,1.1556877,1,-112.100785,36.636658,90,10,789,Bareground,1
75.02516,8105,2123,-0.026002349,-0.165324899,0.15772682,-0.294248774,1.15772682,0.966039395,3.584748,1,-112.100303,36.636834,90,10,787,Bareground,1
75.02516,7930,2123,-0.025017135,-0.164525365,0.15462662,-0.284134507,1.154626623,0.966039395,3.584748,1,-112.100362,36.636662,90,10,793,Bareground,1
180,6941,2143,-0.051532171,-0.181114419,0.13420525,-0.253222237,1.134205255,1.22E-16,1.8543341,1,-112.106929,36.643447,90,10,814,Bareground,1
270,6963,2145,-0.032843895,-0.163575606,0.14935139,-0.256683821,1.149351395,-1,1.1557919,1,-112.106912,36.643618,90,10,805,Bareground,1
0,7053,2143,-0.038856375,-0.169526652,0.14126225,-0.262826169,1.141262247,0,2.7802885,1,-112.106941,36.643788,90,10,806,Bareground,1
22.559994,7173,2143,-0.028443114,-0.160278182,0.15583259,-0.277559055,1.155832591,0.383650606,3.0102625,1,-112.106721,36.643986,90,10,807,Bareground,1
22.559994,7101,2143,0.004557054,-0.126139697,0.15655823,-0.271720318,1.156558237,0.383650606,3.0102625,1,-112.106724,36.643805,90,10,802,Bareground,1
51.257816,7186,2142,-0.024947068,-0.151486021,0.15734266,-0.272312312,1.157342657,0.779969865,2.961456,1,-112.106249,36.643816,90,10,804,Bareground,1
90,6931,2144,-0.052171379,-0.173920406,0.1474947,-0.262585738,1.147494707,1,2.310644,1,-112.106477,36.643616,90,10,803,Bareground,1
75.026505,7381,2140,-0.023239121,-0.151189084,0.15501326,-0.271877556,1.155013263,0.96604545,3.5850608,1,-112.105823,36.643992,90,10,795,Bareground,1
51.257816,7359,2142,-0.029845379,-0.153966761,0.15496576,-0.270543913,1.154965753,0.779969865,2.961456,1,-112.106075,36.643992,90,10,796,Bareground,1
90,7291,2141,-0.029316563,-0.162998405,0.12860215,-0.243601896,1.128602151,1,2.3106606,1,-112.105825,36.64419,90,10,798,Bareground,1
90,7167,2139,-0.034261444,-0.167046565,0.14785731,-0.260719566,1.147857303,1,2.3106606,1,-112.105597,36.644201,90,10,810,Bareground,1
128.74219,7274,2138,0.007175126,-0.122685185,0.1768968,-0.280549611,1.176896802,0.779969823,1.4817177,1,-112.105359,36.643981,90,10,811,Bareground,1
51.257816,7348,2139,-0.029544226,-0.154051508,0.15812103,-0.27201889,1.158121036,0.779969865,2.961456,1,-112.105592,36.64382,90,10,812,Bareground,1
51.25802,7098,2140,-0.044739101,-0.172806873,0.13229308,-0.250343364,1.13229308,0.779972073,4.437271,1,-112.105823,36.644334,90,10,809,Bareground,1
51.25802,7058,2140,-0.048995215,-0.173761224,0.1508975,-0.274265932,1.15089751,0.779972073,4.437271,1,-112.105829,36.644527,90,10,813,Bareground,1
0,6918,2143,-0.06779328,-0.186487182,0.12952381,-0.252045395,1.12952381,0,0,1,-112.106504,36.644347,90,10,799,Bareground,1
90,6878,2141,-0.051169298,-0.183382075,0.13768724,-0.257150424,1.137687238,1,1.1558002,1,-112.106265,36.644173,90,10,797,Bareground,1
128.74208,6951,2142,-0.066273932,-0.187665499,0.15356623,-0.260771576,1.15356623,0.77997099,1.4817209,1,-112.106456,36.644173,90,10,808,Bareground,1
0,7148,2142,-0.014700478,-0.142834306,0.14670658,-0.283389181,1.146706587,0,0.92740995,1,-112.106745,36.644167,90,10,800,Bareground,1
0,7127,2143,-0.034986252,-0.166898584,0.14630026,-0.276078235,1.146300259,0,2.7802885,1,-112.106933,36.643986,90,10,801,Bareground,1
199.51297,8381,2384,-0.106091291,-0.187252125,0.15244025,-0.279375697,1.152440249,-0.334020235,31.009878,1,-111.989613,36.268557,85,15,817,Bareground,1
333.56604,6541,1839,0.004732014,-0.114100817,0.18402185,-0.335558408,1.18402185,-0.445165833,5.164885,1,-112.007689,36.428515,65,35,533,Bareground,1
187.84688,5495,2067,0.081690141,-0.087885986,0.22033899,-0.307234043,1.220338983,-0.136526133,8.366345,1,-112.422284,36.271402,60,40,548,Bareground,1
90,3633,2487,0.137663726,0.078833967,0.35003966,-0.373346241,1.350039651,1,15.750584,1,-112.080529,36.531006,60,40,507,Bareground,1
0,4919,2120,0.055204614,-0.123031271,0.28537974,-0.326199517,1.285379726,0,0.92740995,1,-112.411125,36.282529,55,45,546,Bareground,1
47.865,3923,2617,0.464685616,0.26831997,0.081571,-0.066896714,1.081570997,0.741566182,12.252256,1,-112.097773,36.470809,55,45,527,Bareground,1
90,4239,2453,0.191116306,-0.01972102,0.46460655,-0.418232429,1.46460654,1,3.446428,1,-112.208302,36.256624,55,45,532,Bareground,1
161.30875,6633,2060,0.059196199,-0.107142857,0.20305824,-0.307748717,1.203058242,0.320468393,10.646202,1,-112.437997,36.279333,50,50,547,Bareground,1
94.92062,4640,2464,0.151001541,-0.017428477,0.049648713,-0.085492855,1.049648712,0.996314486,29.517105,1,-112.079647,36.531188,50,50,508,Bareground,1
0,4401,2451,0.320481928,0.217561322,0.1675473,-0.210461212,1.167547298,0,22.032898,1,-112.080342,36.469523,50,50,518,Bareground,1
29.320679,5562,2447,0.467166152,0.410667938,0.105934136,-0.118944582,1.105934139,0.48969716,29.922731,1,-112.082923,36.477954,50,50,522,Bareground,1
10.064763,5553,2770,0.059915612,-0.050103989,0.25757197,-0.342238846,1.257571965,0.174761223,6.565029,1,-112.155919,36.403002,50,50,528,Bareground,1
270,6097,2616,0.069906028,-0.132825562,0.36811253,-0.414116934,1.368112544,-1,3.4488764,1,-112.179296,36.312271,50,50,538,Bareground,1
270,6167,2616,0.107229715,-0.103793844,0.45793304,-0.433314253,1.457933042,-1,3.4488764,1,-112.17931,36.312085,50,50,537,Bareground,1
166.06268,4421,2587,0.250070008,0.004726536,0.40554157,-0.437681159,1.405541562,0.240860222,14.046056,1,-112.184049,36.301572,50,50,541,Bareground,1
185.06494,4313,2587,0.224405984,-0.016493874,0.4891188,-0.459951032,1.489118801,-0.088284815,12.817584,1,-112.183816,36.301759,45,55,540,Bareground,1
231.13657,5621,2622,0.081859525,-0.135298869,0.34527177,-0.376848875,1.345271756,-0.778643756,1.4778249,1,-112.177454,36.30796,45,55,539,Bareground,1
320.41705,7073,2491,0.014304555,-0.171871117,0.2796621,-0.346894786,1.279662102,-0.63719463,3.6055386,1,-112.104377,36.259072,45,55,553,Bareground,1
51.099834,4504,1875,0.23873442,0.001883239,0.2517647,-0.362458572,1.251764706,0.778241334,2.9513428,1,-112.045779,36.205685,40,60,579,Bareground,1
24.780018,4018,2113,0.181249046,-0.019145429,0.3716312,-0.408081544,1.371631206,0.419135466,42.280293,1,-112.075007,36.195149,40,60,592,Bareground,1
124.24752,5222,1862,0.165910484,-0.047008119,0.30766058,-0.36746728,1.307660569,0.826614105,37.834393,1,-112.074054,36.207066,40,60,585,Bareground,1
90.86409,5203,2231,0.241664751,0.018483591,0.494396,-0.489244346,1.494396015,0.999886281,65.02366,1,-112.084706,36.204806,40,60,586,Bareground,1
113.7646,5723,1807,0.115625,-0.033306255,0.28094727,-0.395985401,1.280947255,0.915208804,35.8693,1,-112.082257,36.172551,40,60,600,Bareground,1
291.93875,4695,2496,0.076178179,-0.169613948,0.4290613,-0.386278586,1.429061294,-0.927583776,2.4809248,1,-112.262995,36.335041,40,60,690,Bareground,1
114.73278,5279,2103,0.055041152,-0.125559582,0.28670013,-0.328367876,1.286700125,0.908268956,8.797511,1,-112.411535,36.281096,40,60,544,Bareground,1
302.09177,5063,2068,0.063177372,-0.114681928,0.231853,-0.288689523,1.231852986,-0.847198277,12.0400305,1,-112.420655,36.266914,40,60,542,Bareground,1
132.74,5649,2395,0.135991379,-0.034703782,0.020226458,-0.056206793,1.020226459,0.734440906,28.749102,1,-112.078283,36.530835,40,60,509,Bareground,1
6.6495075,4237,2438,0.189054249,0.187344199,0.19432925,-0.215905744,1.194329251,0.11579545,27.5428,1,-112.08013,36.469702,40,60,517,Bareground,1
